business_id,date,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type
1724,20160309,103120,Moderate Risk,Moderate risk food holding temperature,CAFE MUMS,1800 SUTTER St,San Francisco,CA,1724_20180507,2018-05-07,Routine - Unscheduled
949,20140612,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,San Francisco,CA,949_20190215,2019-02-15,Routine - Unscheduled
2750,20150114,103154,Low Risk,Unclean or degraded floors walls or ceilings,HAMANO SUSHI,1332 CASTRO St,San Francisco,CA,2750_20180801,2018-08-01,Routine - Unscheduled
61460,20150505,103120,Moderate Risk,Moderate risk food holding temperature,Pera,1457 18th St,San Francisco,CA,61460_20170124,2017-01-24,Routine - Unscheduled
18940,20160930,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Bruno's,2389 MISSION St,San Francisco,CA,18940_20180316,2018-03-16,Routine - Unscheduled
2777,20141006,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Starbucks Coffee,052 California St,San Francisco,CA,2777_20190516,2019-05-16,Routine - Unscheduled
62768,20141029,103103,High Risk,High risk food holding temperature,19th Ave Shell,1200 19th Ave,San Francisco,CA,62768_20180430,2018-04-30,Routine - Unscheduled
7207,20150421,103118,Moderate Risk,Employee eating or smoking,GOLDEN PRODUCE,172 CHURCH St,San Francisco,CA,7207_20170105,2017-01-05,Routine - Unscheduled
3621,20160908,103120,Moderate Risk,Moderate risk food holding temperature,JIM'S RESTAURANT,2420 MISSION St,San Francisco,CA,3621_20190418,2019-04-18,Routine - Unscheduled
3557,20150317,103161,Low Risk,Low risk vermin infestation,Herlen Place,334 Grant Ave,San Francisco,CA,3557_20180206,2018-02-06,Routine - Unscheduled
10433,20140805,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Cafe La Taza,470 Post St,San Francisco,CA,10433_20170728,2017-07-28,Routine - Unscheduled
38808,20160831,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,PPQ Beef Noodle House,1816 IRVING St,San Francisco,CA,38808_20180522,2018-05-22,Routine - Unscheduled
20291,20150407,103133,Moderate Risk,Foods not protected from contamination,Hazel's Kitchen,1319 18th St,San Francisco,CA,20291_20171012,2017-10-12,Routine - Unscheduled
1870,20140729,103120,Moderate Risk,Moderate risk food holding temperature,Cafe Tiramisu,28 Belden Pl,San Francisco,CA,1870_20170913,2017-09-13,Routine - Unscheduled
32698,20140827,103138,Low Risk,Improper storage use or identification of toxic substances,Hunan Cafe #2,4450 CABRILLO St,San Francisco,CA,32698_20180419,2018-04-19,Routine - Unscheduled
36786,20140728,103103,High Risk,High risk food holding temperature,Muracci's Japanese Restaurant,307 Kearny St,San Francisco,CA,36786_20180126,2018-01-26,Routine - Unscheduled
7528,20140418,103120,Moderate Risk,Moderate risk food holding temperature,Encinal,Pier 41,San Francisco,CA,7528_20180119,2018-01-19,Routine - Unscheduled
4607,20141007,103154,Low Risk,Unclean or degraded floors walls or ceilings,New Golden Daisy,1041 Stockton St,San Francisco,CA,4607_20170228,2017-02-28,Routine - Unscheduled
2758,20160823,103120,Moderate Risk,Moderate risk food holding temperature,OSTERIA,3277 SACRAMENTO St,San Francisco,CA,2758_20190508,2019-05-08,Routine - Unscheduled
26025,20140623,103118,Moderate Risk,Employee eating or smoking,Eureka Restaurant & Lounge,4063 18th St,San Francisco,CA,26025_20181010,2018-10-10,Routine - Unscheduled
2343,20150513,103154,Low Risk,Unclean or degraded floors walls or ceilings,GRAND MISSION DONUT & BAKERY,2195 MISSION St,San Francisco,CA,2343_20171030,2017-10-30,Routine - Unscheduled
3825,20151007,103132,Moderate Risk,Improper thawing methods,COVE CAFE,434 CASTRO St,San Francisco,CA,3825_20190307,2019-03-07,Complaint
59638,20150402,103145,Low Risk,Improper storage of equipment utensils or linens,JR. Seafood LLC,310 Bayshore Blvd,San Francisco,CA,59638_20190425,2019-04-25,Routine - Unscheduled
15738,20150507,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Lao Table,149 2nd St,San Francisco,CA,15738_20190613,2019-06-13,Routine - Unscheduled
3547,20140609,103154,Low Risk,Unclean or degraded floors walls or ceilings,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,San Francisco,CA,3547_20190723,2019-07-23,Routine - Unscheduled
3870,20140828,103154,Low Risk,Unclean or degraded floors walls or ceilings,LA ALTENA,3346 MISSION St,San Francisco,CA,3870_20161129,2016-11-29,Routine - Unscheduled
2454,20140924,103120,Moderate Risk,Moderate risk food holding temperature,San Jalisco,901 South Van Ness Ave,San Francisco,CA,2454_20180124,2018-01-24,Routine - Unscheduled
4959,20150401,103154,Low Risk,Unclean or degraded floors walls or ceilings,THAT'S IT MARKET,2699 Mission St,San Francisco,CA,4959_20190722,2019-07-22,Routine - Unscheduled
4794,20131106,103144,Low Risk,Unapproved or unmaintained equipment or utensils,VICTOR'S,210 TOWNSEND St,San Francisco,CA,4794_20190529,2019-05-29,Routine - Unscheduled
3651,20160830,103120,Moderate Risk,Moderate risk food holding temperature,PANCHO VILLA,3071 16th St,San Francisco,CA,3651_20190321,2019-03-21,Routine - Unscheduled
7216,20160924,103120,Moderate Risk,Moderate risk food holding temperature,El Chico Produce Market #2,4600 Mission St,San Francisco,CA,7216_20170502,2017-05-02,Routine - Unscheduled
33920,20140717,103133,Moderate Risk,Foods not protected from contamination,Lalita Thai Restaurant & Bar,96 McAllister St,San Francisco,CA,33920_20190212,2019-02-12,Routine - Unscheduled
3850,20151117,103133,Moderate Risk,Foods not protected from contamination,Thai House Express On Castro,599 Castro,San Francisco,CA,3850_20190924,2019-09-24,Routine - Unscheduled
7512,20140711,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Superette Market,128 EDDY ST,San Francisco,CA,7512_20180605,2018-06-05,Routine - Unscheduled
3048,20150302,103133,Moderate Risk,Foods not protected from contamination,Crustacean,1475 Polk St,San Francisco,CA,3048_20161018,2016-10-18,Routine - Unscheduled
2360,20160829,103145,Low Risk,Improper storage of equipment utensils or linens,LA TAQUERIA,2889 MISSION St,San Francisco,CA,2360_20170920,2017-09-20,Routine - Unscheduled
32578,20141104,103109,High Risk,Unclean or unsanitary food contact surfaces,Peet's Coffee & Tea,1 California St,San Francisco,CA,32578_20190503,2019-05-03,Routine - Unscheduled
428,20160707,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Caffe Ambrosia,14 Trinity Pl,San Francisco,CA,428_20171026,2017-10-26,Routine - Unscheduled
34591,20150513,103145,Low Risk,Improper storage of equipment utensils or linens,La Laguna,3906 03rd St,San Francisco,CA,34591_20190821,2019-08-21,Routine - Unscheduled
32736,20160727,103142,Low Risk,Unclean nonfood contact surfaces,Maru Sushi,529 Powell St,San Francisco,CA,32736_20190529,2019-05-29,Routine - Unscheduled
38259,20150108,103120,Moderate Risk,Moderate risk food holding temperature,Amber India Corporation,25 Yerba Buena Ln,San Francisco,CA,38259_20190415,2019-04-15,Routine - Unscheduled
33911,20140814,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,B Star,127 CLEMENT St,San Francisco,CA,33911_20161006,2016-10-06,Routine - Unscheduled
438,20150421,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Hawaii West,729 Vallejo St,San Francisco,CA,438_20181218,2018-12-18,Routine - Unscheduled
2280,20160825,103144,Low Risk,Unapproved or unmaintained equipment or utensils,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,San Francisco,CA,2280_20180222,2018-02-22,Routine - Unscheduled
744,20140423,103120,Moderate Risk,Moderate risk food holding temperature,Cafe Bellini,865 MARKET St C45,San Francisco,CA,744_20190204,2019-02-04,Routine - Unscheduled
155,20140623,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,CAFE COLE,609 Cole St,San Francisco,CA,155_20170227,2017-02-27,Routine - Unscheduled
36378,20141106,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Work of Art Catering,1226 FOLSOM St,San Francisco,CA,36378_20190910,2019-09-10,Routine - Unscheduled
217,20160912,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,PROGRESSIVE GROUNDS,400 CORTLAND Ave,San Francisco,CA,217_20170330,2017-03-30,Routine - Unscheduled
59935,20141105,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Zantes Pizza,3489 MISSION St,San Francisco,CA,59935_20190904,2019-09-04,Routine - Unscheduled
3522,20150121,103114,High Risk,High risk vermin infestation,Bow Hon Restaurant,850 Grant Ave,San Francisco,CA,3522_20190910,2019-09-10,Routine - Unscheduled
5301,20150414,103105,High Risk,Improper cooling methods,Tacos San Buena,2598 Harrison St,San Francisco,CA,5301_20190304,2019-03-04,Routine - Unscheduled
37304,20150730,103105,High Risk,Improper cooling methods,Balompie Cafe No. 3 Inc.,3801 Mission St,San Francisco,CA,37304_20180103,2018-01-03,Routine - Unscheduled
1322,20160825,103117,Moderate Risk,Discharge from employee nose mouth or eye,"LA MEDITERRANEE I, INC.",2210 FILLMORE St,San Francisco,CA,1322_20171128,2017-11-28,Routine - Unscheduled
5827,20160920,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,HILLCREST ELEMENTARY SCHOOL,810 SILVER Ave,San Francisco,CA,5827_20190903,2019-09-03,Routine - Unscheduled
5817,20160830,103144,Low Risk,Unapproved or unmaintained equipment or utensils,LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,San Francisco,CA,5817_20170118,2017-01-18,Routine - Unscheduled
9652,20140304,103104,High Risk,Unauthorized or unsafe use of time as a public health control measure,TOWN HALL RESTAURANT,342 HOWARD STREET,San Francisco,CA,9652_20180222,2018-02-22,Routine - Unscheduled
18047,20150429,103120,Moderate Risk,Moderate risk food holding temperature,Las Palmeras,2721 Mission St,San Francisco,CA,18047_20180806,2018-08-06,Routine - Unscheduled
38070,20140514,103154,Low Risk,Unclean or degraded floors walls or ceilings,Jasmine Garden LLC,708 14th St,San Francisco,CA,38070_20181026,2018-10-26,Routine - Unscheduled
3309,20160115,103131,Moderate Risk,Moderate risk vermin infestation,ALBORZ,1245 VAN NESS Ave,San Francisco,CA,3309_20161101,2016-11-01,Routine - Unscheduled
9869,20140603,103133,Moderate Risk,Foods not protected from contamination,Donut World,1399 09th Ave,San Francisco,CA,9869_20190411,2019-04-11,Routine - Unscheduled
588,20140812,103143,Low Risk,Inadequate warewashing facilities or equipment,BURRITO EXPRESS,1601 TARAVAL St,San Francisco,CA,588_20190605,2019-06-05,Routine - Unscheduled
2135,20140319,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,San Francisco,CA,2135_20190515,2019-05-15,Routine - Unscheduled
37658,20150401,103160,Low Risk,Inadequate HACCP plan record keeping,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,37658_20180612,2018-06-12,Routine - Unscheduled
32818,20150302,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Quality Gas For Your Car Arco AM/PM,5898 Mission St,San Francisco,CA,32818_20171116,2017-11-16,Routine - Unscheduled
3591,20160916,103133,Moderate Risk,Foods not protected from contamination,TON KIANG RESTAURANT #2,5821 GEARY Blvd,San Francisco,CA,3591_20180326,2018-03-26,Routine - Unscheduled
2358,20140811,103105,High Risk,Improper cooling methods,TAQUERIA SAN JOSE #1,2830 MISSION St,San Francisco,CA,2358_20180918,2018-09-18,Routine - Unscheduled
1641,20160812,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,MARTHA & BROS. COFFEE CO,1551 Church St,San Francisco,CA,1641_20170627,2017-06-27,Routine - Unscheduled
2189,20160816,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,PRINCESS BAKERY,4617 MISSION St,San Francisco,CA,2189_20170925,2017-09-25,Routine - Unscheduled
892,20141121,103103,High Risk,High risk food holding temperature,Happy Donuts,100 Bush St #101,San Francisco,CA,892_20181022,2018-10-22,Routine - Unscheduled
64859,20141209,103139,Low Risk,Improper food storage,Modera Liquor & Wine,4401 Geary Blvd,San Francisco,CA,64859_20190426,2019-04-26,Routine - Unscheduled
3014,20150428,103154,Low Risk,Unclean or degraded floors walls or ceilings,Far East Cafe,631 Grant Ave,San Francisco,CA,3014_20180820,2018-08-20,Routine - Unscheduled
38307,20141118,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Tanguito,2850 Jones St,San Francisco,CA,38307_20170711,2017-07-11,Routine - Unscheduled
6625,20160930,103154,Low Risk,Unclean or degraded floors walls or ceilings,House of Coffee,1618 Noriega St,San Francisco,CA,6625_20180108,2018-01-08,Routine - Unscheduled
5011,20160902,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,STARBUCKS COFFEE CO,1231 MARKET St,San Francisco,CA,5011_20190910,2019-09-10,Routine - Unscheduled
2085,20150917,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,CA,2085_20170920,2017-09-20,Routine - Unscheduled
9103,20140806,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Marketbar,1 Ferry Building #36,San Francisco,CA,9103_20161202,2016-12-02,Routine - Unscheduled
1584,20160818,103154,Low Risk,Unclean or degraded floors walls or ceilings,ESPERPENTO RESTAURANT,3295 22nd St,San Francisco,CA,1584_20170824,2017-08-24,Routine - Unscheduled
36014,20150715,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,CATCH,2362 MARKET St,San Francisco,CA,36014_20170110,2017-01-10,Routine - Unscheduled
3437,20141021,103131,Moderate Risk,Moderate risk vermin infestation,Fog Harbor Fish House,Pier 39  Space A202,San Francisco,CA,3437_20190325,2019-03-25,Routine - Unscheduled
2469,20150520,103134,Moderate Risk,Other moderate risk violation,Okoze Sushi,1207 Union St,San Francisco,CA,2469_20161018,2016-10-18,Routine - Unscheduled
5903,20160909,103127,Moderate Risk,Noncompliance with HAACP plan or variance,Yick Wo Elementary School,2245 Jones St,San Francisco,CA,5903_20180302,2018-03-02,Routine - Unscheduled
2117,20131105,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Sakana,605 Post St,San Francisco,CA,2117_20170626,2017-06-26,Routine - Unscheduled
26340,20150513,103154,Low Risk,Unclean or degraded floors walls or ceilings,VIP Coffee & Cake Shop,671 Broadway St,San Francisco,CA,26340_20180514,2018-05-14,Routine - Unscheduled
1837,20160722,103157,Low Risk,Food safety certificate or food handler card not available,Cafe Bastille,22 Belden Pl,San Francisco,CA,1837_20181030,2018-10-30,Routine - Unscheduled
1366,20150528,103147,Low Risk,Inadequate ventilation or lighting,CAFE LA TAZA,2475A MISSION,San Francisco,CA,1366_20180206,2018-02-06,Routine - Unscheduled
33096,20150610,103114,High Risk,High risk vermin infestation,Papalote Mexican Grill,1777 Fulton St,San Francisco,CA,33096_20180925,2018-09-25,Routine - Unscheduled
59833,20140805,103105,High Risk,Improper cooling methods,Manhattan Hub Inc,343 Sansome St Suite 140,San Francisco,CA,59833_20170110,2017-01-10,Routine - Unscheduled
4618,20140516,103133,Moderate Risk,Foods not protected from contamination,Market May Flower & Deli,985 Bush St,San Francisco,CA,4618_20190624,2019-06-24,Routine - Unscheduled
58573,20140904,103143,Low Risk,Inadequate warewashing facilities or equipment,Haus Coffee,3086 24th St,San Francisco,CA,58573_20180319,2018-03-19,Routine - Unscheduled
63047,20160906,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Roam Artisan Burgers,1785 UNION St,San Francisco,CA,63047_20171219,2017-12-19,Routine - Unscheduled
2798,20140610,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,MONGKOK DIM SUM & RESTAURANT,2438 NORIEGA  St,San Francisco,CA,2798_20161205,2016-12-05,Complaint
7635,20150429,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,SURFSIDE LIQUORS,950 Innes Ave,San Francisco,CA,7635_20180411,2018-04-11,Routine - Unscheduled
39119,20160718,103157,Low Risk,Food safety certificate or food handler card not available,Brothers Restaurant,4128 GEARY Blvd,San Francisco,CA,39119_20180117,2018-01-17,Routine - Unscheduled
3951,20140623,103120,Moderate Risk,Moderate risk food holding temperature,KIRIN RESTAURANT,6135 GEARY Blvd,San Francisco,CA,3951_20180628,2018-06-28,Routine - Unscheduled
62597,20140604,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,J J Fish & Chicken,5100 03rd St,San Francisco,CA,62597_20180814,2018-08-14,Routine - Unscheduled
33467,20150320,103161,Low Risk,Low risk vermin infestation,"California Pizza Kitchen, Inc.",53 03rd St,San Francisco,CA,33467_20190306,2019-03-06,Routine - Unscheduled
18686,20140107,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Serve Well Market Inc,595 Ellis St,San Francisco,CA,18686_20180103,2018-01-03,Complaint
2721,20150422,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Red Jade Restaurant,245 Church St.,San Francisco,CA,2721_20170816,2017-08-16,Routine - Unscheduled
2980,20150608,103154,Low Risk,Unclean or degraded floors walls or ceilings,PUERTO ALEGRE,546 Valencia St,San Francisco,CA,2980_20180215,2018-02-15,Routine - Unscheduled
62735,20150121,103145,Low Risk,Improper storage of equipment utensils or linens,China Express Deli,2732 MISSION St,San Francisco,CA,62735_20190702,2019-07-02,Routine - Unscheduled
4539,20140626,103138,Low Risk,Improper storage use or identification of toxic substances,PEET'S COFFEE & TEA,054 WEST PORTAL Ave,San Francisco,CA,4539_20171101,2017-11-01,Routine - Unscheduled
61499,20140911,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items,The Plant Cafe Organic,101 California St,San Francisco,CA,61499_20190903,2019-09-03,Routine - Unscheduled
64484,20140708,103156,Low Risk,Permit license or inspection report not posted,Twirl and Dip,335 Martin Luther King Jr Dr,San Francisco,CA,64484_20180614,2018-06-14,Routine - Unscheduled
14285,20141105,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,Lee's Deli,75 Battery St,San Francisco,CA,14285_20190213,2019-02-13,Routine - Unscheduled
5905,20160920,103144,Low Risk,Unapproved or unmaintained equipment or utensils,MARINA MIDDLE SCHOOL,3500 FILLMORE St,San Francisco,CA,5905_20170313,2017-03-13,Routine - Unscheduled
1702,20140617,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,EL TOREADOR FONDA MEXICANA RESTAURANT,050 WEST PORTAL Ave,San Francisco,CA,1702_20171130,2017-11-30,Routine - Unscheduled
3055,20160920,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,"SAFEWAY STORES, INC. #995",1335 Webster St,San Francisco,CA,3055_20190118,2019-01-18,Routine - Unscheduled
61136,20160725,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Lou's Cafe,5017 Geary Blvd,San Francisco,CA,61136_20190927,2019-09-27,Routine - Unscheduled
7678,20160725,103133,Moderate Risk,Foods not protected from contamination,Casa Thai Market,3020 16th St,San Francisco,CA,7678_20180212,2018-02-12,Routine - Unscheduled
1231,20140204,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Yamo Restaurant,3406 18th St,San Francisco,CA,1231_20180625,2018-06-25,Routine - Unscheduled
1978,20141208,103154,Low Risk,Unclean or degraded floors walls or ceilings,GOLDEN CHARIOT BAKERY & REST,3308 BALBOA St,San Francisco,CA,1978_20180702,2018-07-02,Routine - Unscheduled
3302,20160831,103154,Low Risk,Unclean or degraded floors walls or ceilings,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER St,San Francisco,CA,3302_20180530,2018-05-30,Routine - Unscheduled
19061,20160607,103131,Moderate Risk,Moderate risk vermin infestation,Moscone Convention Center - Stand #3,747 HOWARD St,San Francisco,CA,19061_20170301,2017-03-01,Routine - Unscheduled
64308,20160726,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Goody Goodie Cream & Sugar,1830 HARRISON STREET,San Francisco,CA,64308_20170804,2017-08-04,Routine - Unscheduled
852,20160830,103139,Low Risk,Improper food storage,New Hollywood Bakery & Restaurant,652 Pacific Ave,San Francisco,CA,852_20171129,2017-11-29,Routine - Unscheduled
2697,20160729,103120,Moderate Risk,Moderate risk food holding temperature,HOWARD'S CAFE,1309 09th Ave,San Francisco,CA,2697_20170926,2017-09-26,Complaint
4935,20141203,103120,Moderate Risk,Moderate risk food holding temperature,Lebeau's Nob Hill Market,1263 Leavenworth St,San Francisco,CA,4935_20170822,2017-08-22,Routine - Unscheduled
21407,20150127,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Subway Sandwiches #34341,11 03rd St,San Francisco,CA,21407_20190314,2019-03-14,Routine - Unscheduled
7689,20160811,103148,Low Risk,No thermometers or uncalibrated thermometers,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,San Francisco,CA,7689_20180411,2018-04-11,Routine - Unscheduled
33145,20160815,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,"7-Eleven, Store 2231-33006B",2650 Mason St,San Francisco,CA,33145_20190722,2019-07-22,Routine - Unscheduled
19379,20141017,103156,Low Risk,Permit license or inspection report not posted,Andersen Bakery,50 Post St #1,San Francisco,CA,19379_20161109,2016-11-09,Routine - Unscheduled
35702,20140113,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,MENKEE WONTON,1701 Noriega St,San Francisco,CA,35702_20161122,2016-11-22,Routine - Unscheduled
1596,20150407,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,BURGERMEISTER,86 Carl St,San Francisco,CA,1596_20190710,2019-07-10,Routine - Unscheduled
1931,20150826,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,YUMMY YUMMY VIETNAMESE RESTAURANT,1015 IRVING St,San Francisco,CA,1931_20180108,2018-01-08,Routine - Unscheduled
5828,20150223,103154,Low Risk,Unclean or degraded floors walls or ceilings,GEORGE WASHINGTON HIGH SCHOOL,600 32nd Ave,San Francisco,CA,5828_20190522,2019-05-22,Routine - Unscheduled
3210,20140904,103144,Low Risk,Unapproved or unmaintained equipment or utensils,International House of Pancakes,200 Beach St,San Francisco,CA,3210_20170809,2017-08-09,Routine - Unscheduled
7538,20160928,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,FREDS LIQUOR & DELI,151 06th St,San Francisco,CA,7538_20190923,2019-09-23,Routine - Unscheduled
1972,20140528,103154,Low Risk,Unclean or degraded floors walls or ceilings,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,San Francisco,CA,1972_20161107,2016-11-07,Routine - Unscheduled
2785,20150122,103142,Low Risk,Unclean nonfood contact surfaces,G & L RESTAURANT,198 LELAND Ave,San Francisco,CA,2785_20170330,2017-03-30,Routine - Unscheduled
5853,20150921,103150,Low Risk,Improper or defective plumbing,RAOUL WALLENBERG HIGH SCHOOL,40 VEGA St,San Francisco,CA,5853_20170120,2017-01-20,Routine - Unscheduled
64525,20150715,103103,High Risk,High risk food holding temperature,Loving Hut Vegan Cuisine,524 Irving St,San Francisco,CA,64525_20171010,2017-10-10,Routine - Unscheduled
62056,20160810,103139,Low Risk,Improper food storage,Mission Minis,3168 22nd St,San Francisco,CA,62056_20181107,2018-11-07,Routine - Unscheduled
60210,20140804,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Cafe Seventy 8,78 29th St,San Francisco,CA,60210_20161129,2016-11-29,Routine - Unscheduled
10540,20160729,103109,High Risk,Unclean or unsanitary food contact surfaces,Slanted Door Restaurant,1 Ferry Building #3,San Francisco,CA,10540_20180615,2018-06-15,Routine - Unscheduled
58879,20141113,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Tony's Pizza,1570 Stockton St,San Francisco,CA,58879_20190923,2019-09-23,Routine - Unscheduled
4782,20160818,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,CANTON DIM SUM HOUSE,655 Folsom St,San Francisco,CA,4782_20180208,2018-02-08,Routine - Unscheduled
952,20140623,103145,Low Risk,Improper storage of equipment utensils or linens,SHANGRILA VEGETARIAN REST,2026 IRVING St,San Francisco,CA,952_20170913,2017-09-13,Routine - Unscheduled
11860,20140602,103150,Low Risk,Improper or defective plumbing,Colibri Mexican Bistro,438 Geary St,San Francisco,CA,11860_20190228,2019-02-28,Routine - Unscheduled
3643,20140617,103120,Moderate Risk,Moderate risk food holding temperature,SUPPENKUCHE,525 LAGUNA St,San Francisco,CA,3643_20180719,2018-07-19,Routine - Unscheduled
3394,20140415,103105,High Risk,Improper cooling methods,The Keystone,68 04th St,San Francisco,CA,3394_20180423,2018-04-23,Routine - Unscheduled
7759,20160728,103139,Low Risk,Improper food storage,PASITA'S BAKERY,10 PERSIA Ave,San Francisco,CA,7759_20170321,2017-03-21,Routine - Unscheduled
7641,20140908,103144,Low Risk,Unapproved or unmaintained equipment or utensils,OTHER AVENUES FOOD STORE,3930 JUDAH St,San Francisco,CA,7641_20170630,2017-06-30,Routine - Unscheduled
60898,20141204,103133,Moderate Risk,Foods not protected from contamination,Patxi's Chicago Pizza,3318 Fillmore St,San Francisco,CA,60898_20180430,2018-04-30,Routine - Unscheduled
1852,20141106,103143,Low Risk,Inadequate warewashing facilities or equipment,Pat's Cafe,2330 Taylor St,San Francisco,CA,1852_20170106,2017-01-06,Routine - Unscheduled
3206,20150423,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,PPQ Vietnamese RESTAURANT,2332 CLEMENT St,San Francisco,CA,3206_20171115,2017-11-15,Routine - Unscheduled
64843,20140603,103142,Low Risk,Unclean nonfood contact surfaces,Palmyra,700 HAIGHT St,San Francisco,CA,64843_20180522,2018-05-22,Reinspection/Followup
63447,20140516,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,J.T. Restaurant/Catering,953 MISSION St 100,San Francisco,CA,63447_20171106,2017-11-06,Routine - Unscheduled
1526,20160719,103114,High Risk,High risk vermin infestation,CHOUQUET'S,2500 WASHINGTON St,San Francisco,CA,1526_20190221,2019-02-21,Routine - Unscheduled
8882,20150213,103102,High Risk,Unclean hands or improper use of gloves,Imperial Tea Court,1 Ferry Building #27,San Francisco,CA,8882_20190314,2019-03-14,Routine - Unscheduled
5810,20160909,103129,Moderate Risk,Insufficient hot water or running water,DENMAN MIDDLE SCHOOL,241 ONEIDA St,San Francisco,CA,5810_20181024,2018-10-24,Routine - Unscheduled
61438,20150817,103103,High Risk,High risk food holding temperature,Green Chile Kitchen,1801 McAllister,San Francisco,CA,61438_20190425,2019-04-25,Routine - Unscheduled
2407,20150507,103139,Low Risk,Improper food storage,BUTTER,354 11th St,San Francisco,CA,2407_20171214,2017-12-14,Non-inspection site visit
5988,20150116,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Curry Senior Center,333 Turk St,San Francisco,CA,5988_20190405,2019-04-05,Routine - Unscheduled
1800,20160809,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,BRAVO PIZZA,5145 MISSION St,San Francisco,CA,1800_20171207,2017-12-07,Routine - Unscheduled
3816,20160728,103102,High Risk,Unclean hands or improper use of gloves,Washington Bakery & Restaurant,733 Washington St,San Francisco,CA,3816_20171128,2017-11-28,Routine - Unscheduled
5016,20150408,103112,High Risk,No hot water or running water,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,San Francisco,CA,5016_20190125,2019-01-25,Routine - Unscheduled
18874,20150109,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,North Beach Market and Deli,536 Broadway St,San Francisco,CA,18874_20171030,2017-10-30,Routine - Unscheduled
